Life expectancy,GDP,Population
78.0,11579.6674,42364.0
77.8,13467.46827,4238389.0
77.7,13574.749,4255689.0
77.1,13235.97757,4267558.0
77.0,14539.18421,428622.0
76.6,1355.74586,4417781.0
76.3,14157.14416,442978.0
76.0,15893.8656,443458.0
75.8,13546.69872,4436.0
75.9,11363.41845,444.0
75.2,1224.2459,4442.0
75.4,9365.742468,4439.0
74.7,785.881418,444.0
74.8,653.71637,444.0
74.9,5245.421419,444.0
74.7,4919.62869,4426.0
85.0,2375.1127,116985.0
83.0,2734.88382,115239.0
81.0,2797.96736,1143896.0
80.0,28951.15556,113562.0
79.7,32233.83942,1124835.0
79.5,3818.46396,111267.0
79.3,3215.8159,19876.0
79.1,3539.7488,181563.0
78.9,31386.63265,163712.0
78.8,27169.99256,14559.0
78.7,25324.48666,127658.0
78.6,23932.49128,1141.0
78.5,2293.4789,993563.0
78.4,16372.29152,976966.0
78.2,1562.92433,96282.0
78.1,14672.8826,943286.0
86.0,5314.64416,5683483.0
84.0,62425.5392,5643475.0
81.0,61191.19263,5614932.0
80.0,5857.521,5591572.0
79.7,61753.667,557572.0
79.2,5841.41122,5547683.0
78.9,58163.29359,552395.0
78.8,64322.6664,5493621.0
78.4,58487.451,5461438.0
78.1,5226.99311,5437272.0
78.1,48799.8237,5419432.0
77.7,46511.6457,544523.0
77.3,4458.7764,539574.0
77.0,33228.69291,5375931.0
77.0,3751.64946,5358783.0
76.9,3743.55917,5339616.0
63.5,1862.167274,927414.0
63.0,174.91511,912164.0
62.7,1622.637974,896688.0
62.2,1536.15685,881185.0
61.8,143.986898,865937.0
61.3,1325.99724,851146.0
69.0,1253.657431,83684.0
62.0,1214.77118,822934.0
59.8,147.586896,8942.0
59.1,965.6693779,79628.0
58.6,94.7297489,783254.0
58.1,864.184726,77752.0
58.0,819.974118,758615.0
57.9,792.15412,746221.0
57.7,781.2322196,732711.0
57.4,768.176767,717584.0
73.9,6468.471648,1528394.0
73.6,6268.692122,145844.0
73.4,627.55544,1281296.0
72.1,5968.876767,115495.0
73.1,5759.643,12795.0
72.7,5451.6696,9897985.0
73.6,4952.67753,9767758.0
73.3,511.37937,963652.0
72.9,4647.31359,954353.0
72.3,3836.468771,9371338.0
69.7,3681.5993,9237566.0
69.3,2421.9662,912998.0
73.0,2372.628827,896776.0
71.4,38.46578,8832285.0
71.2,2862.154836,8697126.0
72.0,282.4242,8562622.0
76.2,625.62224,16144368.0
76.0,6432.216537,1593112.0
76.0,674.9829,15661547.0
75.5,572.14313,15419666.0
75.3,5223.351763,15177355.0
75.0,4657.32361,1493469.0
75.1,4255.56571,14691275.0
74.6,4274.95265,14447562.0
74.7,359.71886,1425453.0
74.4,335.786541,1396748.0
74.2,321.942547,13735233.0
74.4,278.557892,1359647.0
74.4,244.46898,1328961.0
73.6,2183.966796,13726.0
73.4,193.741571,12852755.0
72.8,1451.29776,12628596.0
73.5,4127.11775,6312478.0
73.3,3988.771871,6281189.0
73.0,3895.664491,625777.0
73.0,3827.786267,6221246.0
72.0,3736.58713,619256.0
72.0,3474.392445,6164626.0
71.4,3366.482133,6137276.0
71.7,357.347674,61131.0
71.2,334.83817,683475.0
75.0,362.951768,656478.0
71.0,2835.281237,628961.0
70.0,2632.79942,6775.0
69.9,2519.737387,5971535.0
73.0,248.4125,59433.0
68.9,2338.772244,595962.0
69.0,2238.4116,5867626.0
58.2,1347.31257,1175389.0
57.9,192.59733,1129424.0
57.4,2246.9938,183746.0
56.7,21557.6528,138593.0
56.2,21451.88617,99429.0
56.1,17136.44568,95114.0
55.7,1653.2937,99111.0
55.4,22742.38159,868418.0
55.0,15761.83913,829327.0
54.8,12732.2759,792217.0
54.4,185.63334,757317.0
54.1,685.34897,724817.0
53.8,3577.176197,694611.0
53.5,2711.17114,66647.0
53.1,2283.87939,639762.0
52.7,172.68491,614323.0
62.9,582.775532,447469.0
62.1,482.14994,43984.0
61.4,43.7544499,431334.0
67.0,326.825642,4232636.0
62.0,317.3294336,4153332.0
59.7,297.828588,466648.0
59.4,276.75896,39697.0
59.1,287.4222243,3858623.0
58.8,232.7945459,3738265.0
58.5,21.7687981,3614639.0
58.1,215.139213,3497124.0
45.3,28.1969487,339281.0
77.6,1774.9291,131547.0
77.3,19941.45532,1314545.0
76.9,1929.7746,1317997.0
76.3,17421.8922,1322696.0
76.1,17454.84342,1327439.0
75.6,14638.6482,1331475.0
74.9,14726.31828,1334515.0
74.2,1894.5485,13379.0
73.0,16586.452,13468.0
73.0,12595.4165,134681.0
72.8,1338.31322,1354775.0
72.3,885.465115,136255.0
71.9,7174.237415,13772.0
71.2,538.347781,137935.0
78.0,4498.95727,1388115.0
78.0,47.32827,1396985.0
64.8,645.4637627,9987333.0
64.2,571.1622759,97366774.0
63.7,52.1535887,94887724.0
63.3,468.567249,92444183.0
62.6,354.8463544,946756.0
61.8,341.39992,877267.0
68.0,379.7566385,85416253.0
59.8,325.3825543,83184892.0
58.5,243.326822,8149.0
57.2,193.794956,7885689.0
56.0,161.6266248,7672783.0
55.0,135.7623858,7462445.0
54.0,118.8734466,72545144.0
53.2,111.3634356,7497192.0
52.5,12.1789279,68492257.0
51.2,123.876257,66537331.0
69.9,4921.89629,892149.0
69.7,546.3728,88586.0
69.6,4763.68956,879715.0
69.4,4546.73854,873596.0
69.2,4353.121392,86786.0
69.1,3651.966784,85995.0
68.9,3369.48247,851967.0
68.7,4177.657789,84334.0
68.6,478.82327,834812.0
68.5,3749.939813,827411.0
68.3,3658.63832,821817.0
68.1,3332.918533,818354.0
68.0,2835.973972,816628.0
67.9,2259.55796,815691.0
67.8,238.891729,814218.0
67.7,276.1338,811223.0
81.1,4245.39744,5479531.0
89.0,49914.61864,5461512.0
87.0,49638.7713,5438972.0
84.0,47415.55987,5413971.0
83.0,579.72415,5388272.0
79.9,4622.41516,5363352.0
79.7,4717.15571,5338871.0
79.6,5341.31487,5313399.0
79.3,48288.5491,528872.0
79.2,4112.67651,5266268.0
78.9,38969.17163,524696.0
78.7,37636.11173,5228172.0
78.4,32816.1688,521314.0
78.1,26834.2625,52598.0
78.0,24913.24452,51888.0
77.5,24253.2542,517629.0
82.4,36526.7711,6662468.0
82.2,42955.24287,66331957.0
82.0,42554.1225,6599857.0
81.5,4838.2444,6565979.0
81.7,4381.288,65342776.0
81.3,473.34279,6527512.0
81.1,41631.13141,647744.0
89.0,45413.6571,6437499.0
89.0,416.58397,6416229.0
86.0,36544.5853,63621376.0
81.0,34879.72633,63179356.0
82.0,33874.74255,6274897.0
79.3,29691.18158,62244884.0
79.2,24275.2426,6185267.0
79.0,22527.31775,61357431.0
78.8,22465.64184,6912498.0
66.0,7388.984144,193175.0
65.5,9692.163874,1875713.0
64.6,9679.742995,1817271.0
63.5,9774.18117,1756817.0
62.8,1716.2258,169711.0
62.3,8754.113376,16421.0
61.7,763.66223,1586754.0
61.6,194.2746,1536411.0
61.6,8352.81711,1489193.0
61.4,727.777345,1444844.0
65.0,6741.293948,143126.0
59.7,5685.577736,136425.0
59.7,4892.11618,1328146.0
59.7,412.55271,129449.0
59.8,3976.14887,1262259.0
61.0,4116.46693,1231122.0
74.4,3764.64912,37171.0
74.5,4429.6575,3727.0
74.5,4274.376857,3776.0
74.2,4142.869175,3825.0
73.9,3725.63221,3875.0
73.8,2964.47734,3926.0
73.2,276.588512,3978.0
73.9,3174.9491,43.0
74.4,2492.12878,482.0
73.9,1872.68416,4136.0
73.9,153.57521,419.0
72.3,127.367228,4245.0
72.7,928.18227,431.0
71.7,779.3845935,4357.0
73.0,733.974142,43864.0
71.8,691.997711,44183.0
81.0,41176.88158,81686611.0
89.0,4792.65288,89825.0
86.0,4653.91143,864565.0
86.0,4465.24891,8425823.0
85.0,4681.32796,8274983.0
81.0,41785.55691,8177693.0
80.0,41732.7725,819237.0
79.9,45699.19832,821197.0
79.8,41814.8191,82266372.0
79.6,36447.87232,82376451.0
79.2,34696.6292,82469422.0
79.1,34165.9343,8251626.0
78.5,3359.95215,82534176.0
78.4,2525.16445,82488495.0
78.3,23687.31689,82349925.0
78.0,23718.7467,8221158.0
62.4,1361.11395,27582821.0
62.1,1432.227943,26962563.0
61.9,1814.492297,26346251.0
61.6,1629.8222,2573349.0
61.2,1574.978653,25121796.0
69.0,1312.67557,2451214.0
66.0,186.76538,2393831.0
63.0,1224.41554,2329864.0
59.9,19.686718,227212.0
59.4,922.9351677,22113425.0
58.9,498.172394,215429.0
58.3,423.1936389,2986536.0
57.9,373.2815537,2446782.0
57.6,39.484473,19924522.0
57.4,273.6596668,1942165.0
57.2,263.1124679,18938762.0
81.0,187.78991,182883.0
88.0,21673.7817,1892413.0
86.0,21874.8195,1965211.0
84.0,22242.68193,114511.0
85.0,25916.29353,1114899.0
83.0,26917.75898,11121341.0
80.0,2971.973,111717.0
79.9,31997.2821,1177841.0
79.4,28827.32636,1148473.0
79.7,2481.15781,112362.0
79.3,22551.73574,1987314.0
79.2,21955.149,1955141.0
79.1,18477.57841,19287.0
79.0,1411.31339,19222.0
78.7,12538.17883,1862132.0
78.2,1242.95373,18588.0
71.9,3923.573344,16252429.0
71.7,3687.763767,15923559.0
71.4,3452.828934,15596214.0
71.3,3299.65139,1527156.0
71.1,3187.845296,14948919.0
77.0,2825.5247,1463417.0
76.0,2635.753474,1431628.0
79.0,2794.22189,146366.0
75.0,2489.955836,137286.0
69.7,2256.56724,133978.0
69.2,277.83438,139628.0
69.6,1872.73783,12796925.0
69.4,1753.349471,125478.0
69.3,171.771491,1228848.0
68.4,1568.376276,11924946.0
67.7,1655.596261,1165743.0
59.0,554.48766,1291533.0
58.1,561.997387,118559.0
58.8,54.169324,11536615.0
58.4,52.3485646,11281469.0
58.1,459.2912,113517.0
57.8,438.7513346,179417.0
57.3,436.6895539,1556524.0
56.8,437.4467238,1323142.0
56.4,49.456775,196727.0
55.6,296.68382,9881428.0
54.7,33.424498,9679745.0
54.0,386.3288283,949229.0
53.3,37.1931781,939848.0
52.9,322.811171,9137345.0
52.5,315.83983,8971139.0
52.5,34.516918,888546.0
58.9,596.8717189,177526.0
58.4,642.6256154,1725744.0
58.1,61.566347,1681495.0
57.6,67.7518833,1638139.0
57.1,692.69989,1596154.0
56.7,543.957418,155588.0
56.3,544.222779,1517448.0
55.6,583.5445622,148841.0
55.0,481.694976,1445958.0
54.4,418.94454,1412669.0
53.9,424.9534585,138838.0
53.5,393.3138244,135345.0
53.0,36.5718585,132122.0
52.8,321.481324,1293523.0
52.5,39.486749,1267512.0
52.1,297.7519443,1243229.0
66.2,4136.689919,768514.0
66.0,43.82321,763393.0
65.9,3944.178173,75881.0
65.8,3785.935665,75391.0
65.6,3439.597513,7491.0
65.9,326.281212,746556.0
66.1,2716.35256,745693.0
66.3,2576.124957,746314.0
65.7,2327.58324,747869.0
65.2,1945.6395,74961.0
65.0,198.455216,75946.0
65.1,145.58861,751652.0
65.3,986.7958173,751857.0
65.3,96.8674827,751884.0
65.4,925.582546,752263.0
65.4,946.599372,75331.0
63.5,814.5463952,171161.0
63.1,83.1148117,1572466.0
62.7,81.265673,1431776.0
62.3,766.8437623,128921.0
62.3,74.9358452,114554.0
36.3,662.2795182,9999617.0
62.5,668.297646,985287.0
62.1,674.7564147,97529.0
61.8,615.8198192,9556889.0
61.1,55.47626,949457.0
65.0,465.311876,926344.0
58.7,387.9429725,9119178.0
59.7,329.782946,8976552.0
59.3,393.16327,8834733.0
58.9,413.7383164,8692567.0
58.6,462.486524,85492.0
74.6,2326.15856,896829.0
74.5,2242.711912,889216.0
74.3,2136.77395,8657785.0
74.1,2178.38325,855646.0
73.9,212.584798,83516.0
73.6,1932.85829,8194778.0
73.4,1815.489496,83521.0
73.2,1751.595857,7872658.0
73.0,1592.572182,777972.0
72.8,1437.628785,754146.0
72.5,1311.741714,737343.0
72.2,1217.657961,724153.0
71.9,1157.3427,733821.0
71.6,1132.8721,6863157.0
71.3,113.4546,669361.0
71.0,188.783165,6524283.0
75.8,12365.6263,984328.0
75.6,14117.97668,9866468.0
75.5,13613.6147,989382.0
75.0,12834.32349,992362.0
74.8,1448.87958,9971727.0
74.5,1325.53379,123.0
74.2,12967.16543,12265.0
74.1,15669.25929,138188.0
73.5,13842.6549,15578.0
73.4,11398.76584,17137.0
72.9,11161.72441,18765.0
